"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"27","258.36099150453776","198.32104324700205","0.0047607421875","0.00439453125","0.002685546875","2584","0.00010351884063385351","32","0.00010351884063385351","0","0.00010351884063385351","0.00010351884063385351","26:0.001115297324889769;28:0.001320391555370698;17:0.0015263105846965996","26:88;28:88;17:88","26:0.0011183213388516744;28:0.0011939743103184797;17:0.0017775960832883964","0.0047607421875","0.00341796875","Yes"
"28","256.05362014164234","239.83916531238867","0.00439453125","0.0087890625","0","2584","0.00017156650986813285","32","0.00017156650986813285","0","0.00017156650986813285","0.00017156650986813285","27:0.001320391555370698;29:0.001324591816943499","27:88;29:88","27:0.0011939743103184797;29:0.00113712433634644","0.00439453125","0.001708984375","Yes"
"29","334.111399261307","308.65068390938876","0.0023193359375","0.002197265625","0.00244140625","2584","0.00017064475579456548","32","0.00017064475579456548","0","0.00017064475579456548","0.00017064475579456548","38:0.0014502579720339914;28:0.001324591816943499;30:0.0014821020101044302","38:88;28:88;30:88","38:0.0013245935061126368;28:0.00113712433634644;30:0.0009533145700825474","0.0023193359375","0.00244140625","Yes"
"30","247.21451019021777","284.498913088078","0.0042724609375","0.004150390625","0.00439453125","2584","0.00022141830979209185","32","0.00022141830979209185","0","0.00022141830979209185","0.00022141830979209185","31:0.08504441706096082;29:0.0014821020101044302","31:88;29:88","31:0.052083642868451685;29:0.0009533145700825474","0.0042724609375","0.001220703125","Yes"
"31","16.613732263782055","30.033603954987875","0.0230712890625","0.045166015625","0.0009765625","2584","0.0014303505884469176","32","0.0014303505884469176","0","0.0014303505884469176","0.0014303505884469176","30:0.08504441706096082;18:0.1319252535034008","30:88;32:88;18:88","30:0.052083642868451685","0.0230712890625","0.00927734375","Yes"
"32","303.0489002999557","383.26042620515256","0.0040283203125","0.00537109375","0.002685546875","2584","0.00019768285380499393","32","0.00019768285380499393","0","0.00019768285380499393","0.00019768285380499393","33:0.0016646537856510601","31:88;33:88","33:0.0014930946746962714","0.0040283203125","0.009521484375","Yes"
"33","319.0752360819708","354.2392933157063","0.00244140625","0.003173828125","0.001708984375","2584","0.0001250475405292057","32","0.0001250475405292057","0","0.0001250475405292057","0.0001250475405292057","39:0.001487662240292953;32:0.0016646537856510601;34:0.0017115982290479836","39:88;32:88;34:88","39:0.0011399622549198296;32:0.0014930946746962714;34:0.001286886136889348","0.00244140625","0.0029296875","Yes"
"34","262.54519789124856","334.43177451403943","0.0037841796875","0.0068359375","0.000732421875","2584","0.00016414167640312242","32","0.00016414167640312242","0","0.00016414167640312242","0.00016414167640312242","33:0.0017115982290479836;35:0.002249222024382075","33:88;35:88","33:0.001286886136889348;35:0.0018071595316566658","0.0037841796875","0.00341796875","Yes"
"35","390.1242638166731","402.36978824795165","0.0032958984375","0.00439453125","0.002197265625","2584","0.00016702618225888005","32","0.00016702618225888005","0","0.00016702618225888005","0.00016702618225888005","19:0.0009166199059059132;34:0.002249222024382075","19:88;34:88","19:0.0011443469595564526;34:0.0018071595316566658","0.0032958984375","0.001708984375","Yes"
"36","7.168738253097911","15.073204392844406","0.0361328125","0.067138671875","0.005126953125","2584","0.002148478937345503","32","0.002148478937345503","0","0.002148478937345503","0.002148478937345503","41:0.008221082069045343;21:0.00910313290572451","41:88;21:88","41:0.008597945516563593;21:0.008690179526709557","0.0361328125","0.014892578125","Yes"
"37","166.8264712702773","283.13809081151436","0.0013427734375","0.00244140625","0.000244140625","2584","0.00014806435988119125","32","0.00014806435988119125","0","0.00014806435988119125","0.00014806435988119125","45:0.002165575942967929;25:0.006149254677749155","45:88;25:88","45:0.0013769800786356534;25:0.004176105229721533","0.0013427734375","0.004150390625","Yes"
"38","220.27186415611004","303.5511203226285","0.0029296875","0.005126953125","0.000732421875","2584","0.00016698266753206005","32","0.00016698266753206005","0","0.00016698266753206005","0.00016698266753206005","29:0.0014502579720339914;49:0.002135596389663319","29:88;49:88","29:0.0013245935061126368;49:0.0013712305033540262","0.0029296875","0.002685546875","Yes"
"39","195.97265611017554","268.2933433543509","0.00244140625","0.004150390625","0.000732421875","2584","0.0002187844196237349","32","0.0002187844196237349","0","0.0002187844196237349","0.0002187844196237349","53:0.001634634547229008;33:0.001487662240292953","53:88;33:88","53:0.001464162924121909;33:0.0011399622549198296","0.00244140625","0.00732421875","Yes"
"40","282.34677504166467","469.1405276642775","0.0029296875","0.004150390625","0.001708984375","2584","0.00012890837260139847","32","0.00012890837260139847","0","0.00012890837260139847","0.00012890837260139847","41:0.002532073780720151","41:88","41:0.0014892555976075417","0.0029296875","0.00537109375","Yes"
"41","352.3726341579671","434.59890551142104","0.004638671875","0.007568359375","0.001708984375","2584","0.00017931036537370353","32","0.00017931036537370353","0","0.00017931036537370353","0.00017931036537370353","40:0.002532073780720151;42:0.0009165896037515442;36:0.008221082069045343","40:88;42:88;36:88","40:0.0014892555976075417;42:0.0012866643104544606;36:0.008597945516563593","0.004638671875","0.0078125","Yes"
"42","349.2603222545422","415.23577722394964","0.004638671875","0.0068359375","0.00244140625","2584","0.00018314057460098044","32","0.00018314057460098044","0","0.00018314057460098044","0.00018314057460098044","41:0.0009165896037515442;43:0.0016409634232936454","41:88;43:88","41:0.0012866643104544606;43:0.0013151093271708547","0.004638671875","0.003173828125","Yes"
